row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,product_id,product_name,quantity,sales_amount
926,ORD1603,16-01-2023,24-01-2023,Second Class,CUST2159,Daniel Miller,Consumer,India,Berlin,,Laptop,5,75.2
927,ORD1721,07-11-2024,08-11-2024,First Class,CUST1564,Emily Wilson,Home Office,Germany,Delhi,P1001,Laptop,2,3580.33
928,ORD1292,20-01-2025,24-01-2025,Standard Class,CUST2191,Sarah Smith,Corporate,UK,Bangalore,P1007,Router,7,2141.69
929,ORD1200,25-09-2023,30-09-2023,Second Class,CUST3309,Robert Patel,Home Office,USA,Bangalore,P1005,Headphones,5,721.67
930,ORD2135,24-07-2023,29-07-2023,Standard Class,CUST2217,,Home Office,USA,Toronto,P1005,Headphones,7,525.41
931,ORD2078,28-03-2024,03-04-2024,Same Day,CUST2450,Robert Gupta,Corporate,Canada,Berlin,P1006,Printer,1,4567.16
932,ORD1054,24-02-2025,03-03-2025,Second Class,CUST2238,Chris Davis,Home Office,Germany,London,P1002,Keyboard,3,3123.4
933,ORD2158,17-06-2025,22-06-2025,Same Day,CUST1515,Robert Smith,Corporate,Germany,Berlin,P1001,Laptop,1,469.06
934,ORD1553,29-04-2025,01-05-2025,Standard Class,CUST2190,Rahul Gupta,Home Office,UK,Mumbai,P1006,Printer,2,3715.34
935,ORD2381,07-06-2024,08-06-2024,Second Class,CUST3302,Anjali Gupta,Consumer,USA,Delhi,P1004,Monitor,5,3159.79
936,ORD2472,07-01-2023,15-01-2023,Standard Class,CUST1275,John Brown,Home Office,India,Pune,P1004,Monitor,4,1061.25
937,ORD1970,26-01-2023,04-02-2023,Same Day,CUST1227,Olivia Johnson,Corporate,Canada,Berlin,P1008,SSD,3,4110.34
938,ORD2119,24-09-2023,04-10-2023,Standard Class,CUST2770,Michael Smith,Consumer,USA,Bangalore,P1008,SSD,3,2582
939,ORD2432,13-07-2024,17-07-2024,Same Day,CUST2187,David Johnson,Home Office,Canada,London,P1008,SSD,5,1986.39
940,ORD2428,30-03-2025,01-04-2025,Same Day,CUST2740,Michael Smith,Corporate,Canada,Pune,P1008,SSD,10,1977.68
941,ORD2188,07-11-2023,08-11-2023,Standard Class,CUST2452,Michael Gupta,Home Office,Canada,New York,P1008,SSD,1,4909.68
942,ORD1732,27-05-2024,05-06-2024,First Class,CUST3150,Robert Taylor,Consumer,USA,Delhi,P1004,Monitor,6,3296.87
943,ORD2153,14-12-2023,22-12-2023,First Class,CUST2240,Olivia Sharma,Consumer,Canada,Toronto,P1003,Mouse,8,3048.92
944,ORD1369,12-08-2024,21-08-2024,Second Class,CUST2327,Rahul Miller,Corporate,Germany,Toronto,P1005,Headphones,2,272.4
945,ORD2500,12-06-2023,16-06-2023,Standard Class,CUST3045,Olivia Gupta,Corporate,USA,Bangalore,P1002,Keyboard,2,4503.98
946,ORD1356,15-01-2025,22-01-2025,Standard Class,CUST1253,Rahul Wilson,Consumer,India,Pune,P1007,Router,8,3828.59
947,ORD2242,08-10-2024,09-10-2024,First Class,CUST1440,Anjali Gupta,Corporate,USA,Bangalore,P1003,Mouse,4,1299.85
948,ORD1896,26-11-2024,01-12-2024,Second Class,CUST1663,Robert Taylor,Consumer,India,Mumbai,P1004,Monitor,2,1057.52
949,ORD1287,06-01-2023,12-01-2023,Standard Class,CUST2395,Michael Taylor,Corporate,USA,Bangalore,P1007,Router,10,4146.5
950,ORD2025,27-12-2023,02-01-2024,Standard Class,CUST2797,Robert Sharma,Consumer,Germany,Pune,P1003,Mouse,3,3922.82
951,ORD1610,14-04-2023,16-04-2023,Second Class,CUST1210,Rahul Taylor,Corporate,India,Bangalore,P1008,SSD,5,4615.25
952,ORD1514,04-02-2024,10-02-2024,Second Class,CUST2179,Jane Taylor,Home Office,UnknownCountry,New York,P1002,Keyboard,7,3112.29
953,ORD2118,15-12-2024,17-12-2024,First Class,CUST1122,John Patel,Corporate,UK,Bangalore,P1008,SSD,6,4445.74
954,ORD1121,23-05-2023,27-05-2023,Standard Class,CUST1965,Priya Johnson,Home Office,Germany,Mumbai,P1006,Printer,6,4906.23
955,ORD1852,04-09-2024,14-09-2024,Same Day,CUST1530,David Smith,Consumer,India,Berlin,P1002,Keyboard,9,1164.96
956,ORD1717,17-03-2024,25-03-2024,Second Class,CUST1087,Olivia Smith,Consumer,USA,Toronto,P1005,Headphones,1,2784.86
957,ORD1106,01-02-2024,08-02-2024,Same Day,CUST2748,Amit Brown,Consumer,Canada,Pune,P1003,Mouse,10,4913.55
958,ORD1753,27-12-2023,31-12-2023,Same Day,CUST1237,Sarah Davis,Consumer,Germany,Mumbai,P1006,Printer,4,2094.67
959,ORD2098,04-08-2024,05-08-2024,Second Class,CUST1232,Jane Smith,Consumer,Canada,Delhi,P1001,Laptop,5,266.41
960,ORD1716,08-09-2024,12-09-2024,Second Class,CUST3482,Robert Gupta,Home Office,India,Pune,P1005,Headphones,2,1288.48
961,ORD2113,30-07-2023,07-08-2023,Second Class,CUST2816,Anjali Wilson,Corporate,Germany,New York,P1006,Printer,4,2657.88
962,ORD1547,23-11-2023,02-12-2023,Standard Class,CUST2419,Olivia Sharma,Home Office,Germany,Berlin,P1002,Keyboard,5,438.31
963,ORD1280,11-05-2025,20-05-2025,First Class,CUST3264,Sarah Johnson,Corporate,USA,Mumbai,P1004,Monitor,4,3506.79
964,,21-02-2025,01-03-2025,Standard Class,CUST3043,Daniel Smith,Corporate,UK,Toronto,P1002,Keyboard,5,4144.54
965,ORD1173,03-03-2023,08-03-2023,Same Day,CUST1077,Daniel Sharma,Corporate,Canada,Mumbai,P1007,Router,4,1068.36
966,ORD1377,06-11-2024,13-11-2024,First Class,CUST1128,Amit Patel,Consumer,Germany,London,P1001,Laptop,5,4060.71
967,ORD2210,10-08-2023,11-08-2023,Invalid Mode,CUST2751,Chris Smith,Consumer,Germany,Toronto,P1006,Printer,5,4299.64
968,ORD2095,19-04-2024,26-04-2024,Second Class,CUST2561,Priya Davis,Consumer,India,New York,P1005,Headphones,5,473.41
969,ORD1511,28-02-2025,09-03-2025,First Class,CUST3339,Robert Smith,Home Office,UK,London,P1005,Headphones,5,3313.19
970,ORD2337,09-04-2025,19-04-2025,Standard Class,CUST2257,Rahul Patel,Corporate,USA,Berlin,P1001,Laptop,8,135.47
971,ORD1018,22-04-2024,23-04-2024,Same Day,CUST3279,Sarah Sharma,Consumer,Germany,Pune,P1006,Printer,5,4490.37
972,ORD2129,18-11-2023,20-11-2023,Second Class,CUST2056,Chris Wilson,Corporate,Canada,Delhi,P1008,SSD,4,3170.17
973,ORD1300,11-06-2025,21-06-2025,Second Class,CUST1468,Sneha Smith,Consumer,Germany,Berlin,P1001,Laptop,10,1620.81
974,ORD2133,04-01-2025,08-01-2025,First Class,CUST2054,John Patel,Home Office,India,Bangalore,P1001,Laptop,6,590.36
975,ORD2038,30-03-2024,01-04-2024,Second Class,CUST1835,Emily Miller,Corporate,Canada,Pune,P1002,Keyboard,7,4385.47
976,ORD1293,26-01-2023,01-02-2023,First Class,CUST2671,Olivia Patel,Corporate,UK,Mumbai,P1006,Printer,3,1873.09
977,ORD1595,03-06-2023,13-06-2023,Standard Class,CUST3494,Sarah Patel,Home Office,Germany,London,P1001,Laptop,4,1925.26
978,ORD2193,03-02-2023,06-02-2023,Standard Class,CUST1316,Olivia Davis,Home Office,Germany,Toronto,P1007,Router,9,3678.58
979,ORD2080,28-03-2025,29-03-2025,Same Day,CUST2298,David Davis,Home Office,UK,Bangalore,P1008,SSD,6,1253.21
980,ORD1741,25-08-2023,02-09-2023,Standard Class,CUST1987,Priya Sharma,Corporate,India,London,P1006,Printer,9,2552.94
981,ORD1741,31-10-2024,08-11-2024,Same Day,CUST2715,Sarah Miller,Consumer,Germany,Bangalore,P1004,Monitor,7,3386.82
982,ORD2363,22-05-2023,01-06-2023,First Class,CUST2399,Emily Johnson,Consumer,Canada,Toronto,P1005,Headphones,9,4917.08
983,ORD2179,31-12-2099,25-05-2024,Same Day,CUST1063,Michael Johnson,Corporate,UK,Berlin,P1003,Mouse,2,675.67
984,ORD1069,03-05-2025,10-05-2025,Second Class,CUST1299,Michael Taylor,Home Office,Canada,Toronto,P1001,Laptop,6,680.89
985,ORD2427,24-07-2024,28-07-2024,Standard Class,CUST2379,Olivia Patel,Home Office,Germany,Pune,P1005,Headphones,1,415.08
986,ORD1726,04-04-2024,11-04-2024,Same Day,CUST2184,Chris Gupta,Home Office,USA,Delhi,P1008,SSD,10,4585.89
987,ORD2043,27-03-2023,30-03-2023,First Class,CUST2857,Robert Patel,Corporate,USA,New York,P1001,Laptop,2,1199.7
988,ORD2010,16-12-2023,17-12-2023,First Class,CUST2322,Robert Patel,Consumer,USA,Mumbai,P1007,Router,4,2181.16
989,ORD1569,11-08-2024,21-08-2024,Standard Class,CUST2422,David Brown,Consumer,UK,New York,P1006,Printer,8,2222.64
990,ORD1346,23-10-2023,28-10-2023,Second Class,CUST2141,Michael Johnson,Consumer,Germany,Delhi,P1002,Keyboard,1,3012.04
991,ORD1081,06-07-2024,15-07-2024,Standard Class,CUST3000,Daniel Smith,Corporate,USA,New York,P1004,Monitor,10,2161.19
992,ORD1911,17-06-2024,20-06-2024,First Class,CUST1448,Anjali Johnson,Corporate,Canada,Berlin,P1008,SSD,5,479.98
993,ORD1280,13-10-2023,15-10-2023,Standard Class,CUST1911,Anjali Johnson,Corporate,USA,London,P1006,Printer,5,2294.65
994,ORD2050,19-11-2024,21-11-2024,Standard Class,CUST2775,Jane Taylor,Corporate,USA,Mumbai,P1006,Printer,1,1267.27
995,ORD2200,21-01-2024,25-01-2024,First Class,CUST2925,Michael Gupta,Consumer,Canada,New York,P1004,Monitor,3,1032.94
996,ORD1181,12-06-2024,16-06-2024,Same Day,CUST1275,Priya Taylor,Home Office,UnknownCountry,Delhi,P1001,Laptop,1,2119.89
997,ORD1538,20-09-2024,27-09-2024,First Class,CUST2983,Amit Brown,Corporate,USA,New York,P1004,Monitor,8,2476.6
998,ORD2290,06-02-2024,16-02-2024,Same Day,CUST2210,Jane Davis,Consumer,UK,Toronto,P1006,Printer,8,1660.72
999,ORD2356,11-03-2024,13-03-2024,Same Day,CUST2306,Sneha Johnson,Corporate,Canada,Delhi,P1003,Mouse,8,4208.6
1000,ORD2001,07-09-2024,14-09-2024,Standard Class,CUST2191,David Taylor,Consumer,Canada,Mumbai,P1004,Monitor,9,3870.4
1001,ORD1535,22-11-2024,28-11-2024,Same Day,CUST2810,Robert Sharma,Corporate,India,New York,P1007,Router,8,3654.52
1002,ORD1695,13-10-2024,14-10-2024,Same Day,CUST2678,Sarah Miller,Consumer,Germany,Bangalore,P1005,Headphones,2,4742
1003,ORD2256,17-09-2024,23-09-2024,Standard Class,CUST1086,Chris Sharma,Consumer,UK,London,P1003,Mouse,9,364.15
1004,ORD1100,15-06-2024,19-06-2024,Second Class,CUST1643,Daniel Taylor,Corporate,USA,New York,P1006,Printer,3,4557.74
1005,ORD1678,28-02-2024,03-03-2024,Standard Class,CUST1147,Daniel Smith,Home Office,India,Toronto,P1004,Monitor,8,259.31
1006,ORD1579,05-11-2023,06-11-2023,Second Class,CUST1138,David Johnson,Corporate,Canada,Delhi,P1004,Monitor,5,4316.82
1007,ORD1156,17-03-2023,26-03-2023,Standard Class,CUST1060,Anjali Taylor,Home Office,USA,Pune,P1007,Router,10,3973.47
1008,ORD1397,01-05-2025,11-05-2025,First Class,CUST2741,Amit Smith,Corporate,UK,Berlin,P1005,Headphones,4,543.41
1009,ORD2343,13-08-2024,21-08-2024,First Class,CUST2759,Jane Davis,Corporate,Germany,New York,P1007,Router,8,1457.89
1010,ORD2439,30-06-2024,09-07-2024,Same Day,CUST1070,Priya Sharma,Corporate,Germany,Pune,P1004,Monitor,8,1159.1
1011,ORD1050,11-02-2024,15-02-2024,First Class,CUST2952,Rahul Johnson,Home Office,UK,London,P1008,SSD,3,-100
1012,ORD1171,08-04-2023,17-04-2023,Second Class,CUST3006,Rahul Davis,Consumer,USA,Toronto,P1003,Mouse,10,4198.45
1013,ORD2071,10-01-2025,20-01-2025,Standard Class,CUST3021,David Sharma,Corporate,UK,Delhi,P1004,Monitor,1,1641.14
1014,ORD2157,05-09-2024,12-09-2024,First Class,CUST1856,Chris Taylor,Corporate,Germany,Berlin,P1001,Laptop,6,4799.4
1015,ORD1482,26-11-2023,04-12-2023,Standard Class,CUST1430,Robert Johnson,Corporate,USA,Mumbai,P1008,SSD,3,2623.7
1016,ORD1248,20-06-2023,24-06-2023,Standard Class,CUST1159,Olivia Sharma,Corporate,USA,Berlin,P1008,SSD,3,3757.52
1017,ORD2120,04-03-2024,11-03-2024,First Class,CUST1481,Robert Wilson,Home Office,UK,London,P1001,Laptop,10,4453.25
1018,ORD2154,27-10-2024,30-10-2024,First Class,CUST3143,Sneha Davis,Home Office,UK,New York,P1003,Mouse,8,2341.26
1019,ORD1676,03-02-2025,06-02-2025,Same Day,CUST1040,Emily Sharma,Consumer,USA,Berlin,P1003,Mouse,2,4966.89
1020,ORD1011,16-11-2023,20-11-2023,Standard Class,CUST3202,Priya Patel,Consumer,India,Berlin,P1004,Monitor,10,824.44
1021,ORD1717,13-10-2024,22-10-2024,First Class,CUST1057,Olivia Davis,Corporate,UK,Toronto,P1004,Monitor,10,3660.15
1022,ORD1752,01-10-2024,08-10-2024,Second Class,CUST1317,Rahul Brown,Consumer,USA,New York,P1005,Headphones,3,1351.54
1023,ORD1209,10-05-2023,19-05-2023,First Class,CUST3357,Chris Miller,Home Office,UK,Berlin,P1007,Router,4,882.09
1024,ORD1474,10-08-2023,12-08-2023,Second Class,CUST1675,Priya Smith,Corporate,India,Mumbai,P1003,Mouse,3,2582.94
1025,ORD1900,11-03-2024,19-03-2024,First Class,CUST3049,Chris Johnson,Consumer,Germany,Toronto,P1006,Printer,7,3880.9
1026,ORD2446,30-04-2024,06-05-2024,First Class,CUST3173,Jane Miller,Consumer,USA,New York,P1005,Headphones,3,4207.39
1027,ORD2147,28-03-2024,05-04-2024,Standard Class,CUST3285,Olivia Sharma,Home Office,UK,Delhi,P1005,Headphones,1,4337.39
1028,ORD1954,28-02-2025,06-03-2025,Second Class,CUST3292,Olivia Davis,Corporate,UK,Delhi,P1007,Router,1,1019.39
1029,ORD1739,22-06-2024,26-06-2024,First Class,CUST2345,Jane Patel,Corporate,Germany,Mumbai,,Laptop,10,1401.49
1030,ORD2325,09-10-2023,17-10-2023,Standard Class,CUST2036,David Smith,Home Office,India,Berlin,P1007,Router,10,3179.59
1031,ORD2004,27-06-2023,05-07-2023,Standard Class,CUST2513,John Miller,Home Office,USA,Delhi,P1002,Keyboard,3,459.98
1032,ORD1244,27-02-2023,07-03-2023,First Class,CUST1399,Daniel Taylor,Corporate,USA,Mumbai,P1001,Laptop,6,4194.5
1033,ORD1648,27-12-2024,30-12-2024,Standard Class,CUST2651,Robert Smith,Consumer,USA,Delhi,P1006,Printer,5,465.65
1034,ORD1908,15-02-2023,20-02-2023,Same Day,CUST1708,Sneha Smith,Corporate,UK,London,P1004,Monitor,2,1740.19
1035,ORD2163,06-05-2025,08-05-2025,Standard Class,CUST1476,Olivia Johnson,Consumer,India,Delhi,P1008,SSD,6,2976.19
1036,ORD1041,24-02-2025,27-02-2025,Second Class,CUST2534,Priya Johnson,Home Office,USA,New York,P1001,Laptop,4,3749.67
1037,ORD1271,14-11-2023,15-11-2023,First Class,CUST1729,David Brown,Home Office,UK,Toronto,P1007,Router,4,4184.61
1038,ORD1558,24-07-2023,27-07-2023,First Class,CUST2800,David Johnson,Corporate,UK,London,,Headphones,6,3873.23
1039,ORD2071,05-04-2024,08-04-2024,Same Day,CUST1637,Amit Miller,Consumer,Canada,London,P1001,Laptop,5,1076.86
1040,ORD2432,30-05-2024,08-06-2024,Standard Class,CUST3102,Chris Davis,Corporate,USA,Berlin,P1005,Headphones,5,205.67
1041,ORD1236,13-06-2024,16-06-2024,Second Class,CUST2913,Rahul Patel,Corporate,Germany,Toronto,P1008,SSD,10,4511.31
1042,ORD1660,19-12-2024,21-12-2024,Standard Class,CUST1650,Robert Gupta,Corporate,UK,Pune,P1006,Printer,3,4570.09
1043,ORD1627,16-06-2023,24-06-2023,Standard Class,CUST2798,Chris Miller,Corporate,Germany,Toronto,P1003,Mouse,7,2394.18
1044,ORD1498,16-09-2023,22-09-2023,Same Day,CUST2643,David Smith,Consumer,Germany,Pune,P1006,Printer,7,2158.18
1045,ORD1551,14-08-2024,21-08-2024,Second Class,CUST3097,Michael Wilson,Home Office,Germany,Bangalore,P1001,Laptop,10,3771.66
1046,ORD1266,10-11-2024,16-11-2024,Standard Class,CUST2266,Chris Brown,Corporate,Canada,Toronto,P1001,Laptop,3,2329.91
1047,ORD2348,01-06-2023,05-06-2023,First Class,CUST2259,Jane Brown,Consumer,USA,Toronto,P1003,Mouse,2,3634.47
1048,ORD1315,02-12-2024,11-12-2024,Standard Class,CUST2955,Michael Patel,Consumer,Canada,Toronto,P1006,Printer,4,4568.52
1049,ORD2368,21-01-2024,29-01-2024,Standard Class,CUST2587,Michael Patel,Consumer,Canada,London,,Monitor,5,4107.97
1050,ORD2495,12-06-2025,19-06-2025,Standard Class,CUST2420,Priya Miller,Consumer,USA,Delhi,P1007,Router,4,1877.21
1051,ORD1696,28-05-2024,29-05-2024,Standard Class,CUST1942,Michael Gupta,Consumer,India,Bangalore,P1007,Router,5,2205.23
1052,ORD1695,29-01-2024,01-02-2024,Second Class,CUST2167,David Sharma,Home Office,Canada,Mumbai,P1007,Router,5,4794.64
1053,ORD1863,03-07-2023,06-07-2023,Standard Class,CUST2904,Chris Johnson,Corporate,India,Toronto,P1007,Router,1,846.37
1054,ORD1263,11-08-2024,20-08-2024,Same Day,CUST1047,Priya Sharma,Corporate,India,New York,P1007,Router,7,1330.31
1055,ORD2298,29-04-2023,09-05-2023,First Class,CUST2939,Anjali Patel,Home Office,UK,Pune,P1008,SSD,3,4904.64
1056,ORD2088,16-02-2025,23-02-2025,Second Class,CUST1028,Emily Miller,Corporate,USA,Berlin,P1002,Keyboard,7,290.29
1057,ORD1576,10-02-2023,12-02-2023,Same Day,CUST2503,John Miller,Home Office,UK,New York,P1008,SSD,7,1720.44
1058,ORD1606,24-02-2025,25-02-2025,Second Class,CUST2201,Emily Sharma,Consumer,Canada,London,P1005,Headphones,5,3198.11
1059,ORD2220,25-04-2023,01-05-2023,Same Day,CUST2018,Michael Johnson,Home Office,India,Delhi,P1001,Laptop,3,3182.95
1060,ORD1882,09-10-2023,15-10-2023,Second Class,CUST3144,Rahul Gupta,Consumer,India,London,P1008,SSD,6,239.52
1061,ORD2247,11-01-2025,13-01-2025,Standard Class,CUST2383,Olivia Wilson,Corporate,Canada,Mumbai,P1007,Router,3,4754.28
1062,ORD1526,08-01-2025,10-01-2025,Standard Class,CUST1784,Rahul Wilson,Corporate,Germany,Bangalore,P1007,Router,1,1902.47
1063,ORD1968,09-08-2023,16-08-2023,Second Class,CUST2133,Amit Smith,Home Office,Canada,Delhi,P1005,Headphones,5,1399.76
1064,ORD1833,01-08-2023,02-08-2023,Second Class,CUST2125,David Gupta,Home Office,UK,Pune,P1007,Router,4,1162.88
1065,ORD2452,29-11-2023,03-12-2023,First Class,CUST3495,Daniel Gupta,Home Office,Canada,London,P1002,Keyboard,9,1975.75
1066,ORD2142,13-01-2023,19-01-2023,First Class,CUST2418,Daniel Gupta,Consumer,Canada,Berlin,P1006,Printer,4,2684.59
1067,ORD1348,20-11-2024,27-11-2024,Same Day,CUST1132,Sneha Miller,Consumer,Canada,London,P1005,Headphones,2,1077.38
1068,ORD2084,14-01-2024,19-01-2024,First Class,CUST2849,Sneha Gupta,Consumer,USA,Delhi,P1005,Headphones,10,1790.55
1069,ORD1883,01-03-2024,02-03-2024,Same Day,CUST1961,Robert Taylor,Consumer,UnknownCountry,Pune,P1005,Headphones,2,2008.96
1070,ORD1432,24-04-2023,04-05-2023,Second Class,CUST1651,Chris Sharma,Home Office,Canada,London,P1005,Headphones,4,2119.99
1071,ORD2227,13-10-2023,19-10-2023,Standard Class,CUST2301,Amit Taylor,Home Office,Canada,Bangalore,P1006,Printer,7,2499.42
1072,ORD1950,21-10-2023,29-10-2023,Second Class,CUST2638,David Smith,Home Office,UK,Berlin,P1003,Mouse,3,3432.59
1073,ORD1201,28-01-2024,07-02-2024,Same Day,CUST2680,Sarah Smith,Home Office,USA,Delhi,P1007,Router,10,3118.61
1074,ORD1164,05-09-2024,15-09-2024,Standard Class,CUST2331,Rahul Davis,Consumer,Germany,Berlin,P1007,Router,2,4761.64
1075,ORD1046,30-01-2025,09-02-2025,Second Class,CUST1661,Priya Patel,Home Office,USA,Delhi,P1007,Router,8,4688.85
1076,ORD1409,27-11-2023,30-11-2023,Standard Class,CUST1126,Sarah Miller,Corporate,Canada,Bangalore,P1005,Headphones,10,2246.08
1077,ORD1495,26-03-2025,29-03-2025,Standard Class,CUST3474,,Consumer,USA,Berlin,P1008,SSD,2,84.07
1078,ORD1066,29-11-2024,06-12-2024,Same Day,CUST1288,Chris Sharma,Corporate,Germany,Pune,P1008,SSD,10,3253.09
1079,ORD2093,01-01-2025,02-01-2025,Same Day,CUST1244,David Sharma,Home Office,India,London,P1008,SSD,7,3597.29
1080,ORD2047,06-10-2024,14-10-2024,Standard Class,CUST1424,Michael Wilson,Home Office,India,Delhi,P1007,Router,6,2093.82
1081,ORD1695,26-05-2023,30-05-2023,Second Class,CUST2083,Jane Patel,Home Office,India,Berlin,P1008,SSD,8,3774.89
1082,ORD1532,17-12-2023,22-12-2023,First Class,CUST2844,Anjali Wilson,Home Office,UK,Mumbai,P1008,SSD,3,782.72
1083,ORD1590,27-01-2023,31-01-2023,First Class,CUST2192,David Brown,Home Office,UK,Berlin,P1006,Printer,8,3382.73
1084,ORD1316,31-01-2025,03-02-2025,First Class,CUST2573,David Davis,Consumer,USA,New York,P1003,Mouse,3,2941.96
1085,ORD1531,08-01-2024,17-01-2024,Same Day,CUST1697,Emily Brown,Home Office,Germany,London,P1007,Router,9,1903.09
1086,ORD1993,25-10-2024,28-10-2024,Second Class,CUST2982,Olivia Sharma,Consumer,India,London,P1008,SSD,4,1581.08
1087,ORD1459,03-06-2023,08-06-2023,Second Class,CUST2460,Priya Gupta,Home Office,India,Bangalore,P1002,Keyboard,4,1849.62
1088,ORD1067,13-02-2024,15-02-2024,Standard Class,CUST2111,Amit Taylor,Home Office,Germany,Pune,P1006,Printer,1,2260.83
1089,ORD2070,11-09-2023,15-09-2023,Second Class,CUST2003,Sarah Gupta,Consumer,India,New York,P1005,Headphones,9,1423.51
1090,ORD1389,20-01-2025,22-01-2025,First Class,CUST1249,Sarah Davis,Consumer,Germany,Berlin,P1003,Mouse,8,536.44
1091,ORD1104,23-11-2023,25-11-2023,Same Day,CUST1476,Priya Johnson,Corporate,USA,Pune,P1004,Monitor,9,2967.41
1092,ORD2225,31-12-2099,18-05-2024,Same Day,CUST1456,Anjali Gupta,Home Office,USA,Berlin,P1001,Laptop,1,1296.15
1093,ORD1833,07-09-2024,12-09-2024,Second Class,CUST2346,Amit Gupta,Home Office,UK,New York,P1008,SSD,5,4342.94
1094,ORD1509,16-12-2023,21-12-2023,Same Day,CUST1456,Chris Brown,Corporate,India,London,P1005,Headphones,9,2379.01
1095,,03-07-2023,05-07-2023,First Class,CUST1387,Olivia Gupta,Corporate,Germany,Delhi,P1007,Router,4,3905.02
1096,ORD1474,07-08-2023,12-08-2023,First Class,CUST3172,Priya Johnson,Home Office,UK,Bangalore,P1005,Headphones,10,3375.84
1097,ORD1663,10-06-2023,14-06-2023,Second Class,CUST1646,Rahul Brown,Corporate,Germany,Berlin,P1007,Router,10,3954.31
1098,ORD2487,03-10-2023,07-10-2023,Same Day,CUST2243,Emily Brown,Corporate,UK,London,P1005,Headphones,6,2276.05
1099,ORD1871,30-07-2024,06-08-2024,Standard Class,CUST2655,John Sharma,Corporate,USA,Berlin,P1007,Router,5,146.42
1100,ORD2442,27-07-2023,31-07-2023,First Class,CUST2529,John Patel,Corporate,Canada,London,P1005,Headphones,9,2821.86
1101,ORD1408,27-03-2025,31-03-2025,First Class,CUST1437,Jane Davis,Consumer,UK,Berlin,P1008,SSD,10,2375.87
1102,ORD1094,10-03-2025,17-03-2025,Second Class,CUST2147,Rahul Miller,Corporate,India,Pune,P1008,SSD,1,3216.16
1103,ORD1565,04-07-2024,10-07-2024,First Class,CUST1454,Priya Brown,Home Office,India,London,P1008,SSD,7,4130.34
1104,ORD1308,26-08-2024,31-08-2024,Standard Class,CUST2795,Sarah Patel,Home Office,Germany,New York,P1004,Monitor,9,2678.59
1105,ORD1596,07-12-2024,08-12-2024,Standard Class,CUST2285,Daniel Patel,Corporate,USA,Delhi,P1003,Mouse,6,2368.22
1106,ORD1943,06-01-2024,12-01-2024,First Class,CUST2045,Rahul Smith,Consumer,India,Toronto,P1004,Monitor,7,2011.72
1107,,28-03-2025,29-03-2025,First Class,CUST1066,Rahul Sharma,Consumer,Germany,London,P1001,Laptop,9,2485.45
1108,ORD2177,08-12-2023,10-12-2023,Standard Class,CUST3286,Chris Johnson,Home Office,USA,Pune,P1002,Keyboard,10,4616.36
1109,ORD2249,27-10-2024,31-10-2024,Same Day,CUST2134,Priya Gupta,Home Office,USA,London,P1002,Keyboard,2,949.29
1110,ORD2178,14-12-2023,22-12-2023,Standard Class,CUST2644,Rahul Wilson,Consumer,Germany,Toronto,P1007,Router,1,92.26
1111,ORD1660,13-03-2024,16-03-2024,Second Class,CUST3393,Sneha Patel,Home Office,Canada,Bangalore,P1005,Headphones,10,4630.51
1112,ORD2464,07-06-2025,17-06-2025,Second Class,CUST1607,Sarah Wilson,Consumer,India,Mumbai,P1003,Mouse,9,3029.51
1113,ORD1080,09-03-2025,12-03-2025,Standard Class,CUST2341,Daniel Patel,Consumer,USA,Bangalore,P1006,Printer,5,858.28
1114,ORD1555,27-08-2023,31-08-2023,Standard Class,CUST1562,,Consumer,Canada,Mumbai,P1006,Printer,8,4344.29
1115,ORD1427,25-01-2024,26-01-2024,Same Day,CUST2635,Sarah Davis,Corporate,Germany,Pune,P1008,SSD,2,4847.76
1116,ORD2037,15-08-2024,24-08-2024,Second Class,CUST1858,Jane Gupta,Home Office,Germany,London,P1002,Keyboard,6,2104.88
1117,ORD1430,03-04-2023,12-04-2023,Invalid Mode,CUST2045,Amit Johnson,Corporate,India,Mumbai,P1006,Printer,7,4026.89
1118,ORD1819,28-05-2025,30-05-2025,First Class,CUST2269,Daniel Johnson,Corporate,UnknownCountry,Bangalore,P1006,Printer,2,3269.64
1119,ORD1798,15-06-2025,23-06-2025,First Class,CUST2324,John Brown,Consumer,USA,Mumbai,P1001,Laptop,3,2617.18
1120,ORD1287,12-12-2024,20-12-2024,Standard Class,CUST3442,Chris Davis,Home Office,UK,London,P1001,Laptop,10,2103.64
1121,ORD1322,05-03-2024,08-03-2024,Second Class,CUST1743,Emily Johnson,Consumer,India,Berlin,P1003,Mouse,4,1565.02
1122,ORD2280,18-01-2024,23-01-2024,Standard Class,CUST1105,Emily Smith,Corporate,India,Delhi,P1006,Printer,7,280.17
1123,ORD1772,19-02-2025,01-03-2025,Second Class,CUST1410,John Patel,Consumer,India,Toronto,P1003,Mouse,2,606.43
1124,ORD1974,20-04-2024,27-04-2024,Second Class,CUST3470,Chris Smith,Corporate,Canada,Berlin,P1008,SSD,5,684.58
1125,ORD2344,06-07-2024,12-07-2024,Same Day,CUST3018,Anjali Miller,Consumer,USA,Bangalore,P1002,Keyboard,9,692.55
1126,ORD1292,19-08-2023,21-08-2023,Same Day,CUST2156,Olivia Miller,Consumer,USA,Bangalore,P1002,Keyboard,5,963.9
